killer_champion	victim_champion
Riven	Lucian
Riven	Braum
Lee Sin	Renekton
LeBlanc	Zilean
Lucian	Soraka
LeBlanc	Poppy
Vayne	Renekton
Zilean	LeBlanc
Vayne	Lucian
Lucian	Vayne
Lee Sin	Zilean
Lee Sin	Braum
Poppy	Riven
Lucian	Soraka
LeBlanc	Renekton
LeBlanc	Lucian
Poppy	Vayne
LeBlanc	Poppy
Zilean	Lee Sin
Zilean	LeBlanc
Riven	Lucian
LeBlanc	Renekton
Vayne	Braum
Vayne	Poppy
Brand	Miss Fortune
Lulu	Kha'Zix
Kha'Zix	Lee Sin
Anivia	Kha'Zix
Kha'Zix	Anivia
Anivia	Kha'Zix
Anivia	Miss Fortune
Lee Sin	Corki
Corki	Lee Sin
Lee Sin	Miss Fortune
Anivia	Syndra
Kha'Zix	Anivia
Anivia	Miss Fortune
Shen	Kalista
Kha'Zix	Brand
Lulu	Syndra
Lee Sin	Syndra
Miss Fortune	Lee Sin
Kha'Zix	Lee Sin
Lulu	Miss Fortune
Anivia	Syndra
Corki	Anivia
Lee Sin	Kha'Zix
Corki	Lee Sin
Lulu	Corki
Syndra	Anivia
Miss Fortune	Lee Sin
Corki	Anivia
Miss Fortune	Brand
Brand	Syndra
Kalista	Kha'Zix
Corki	Kalista
Brand	Shen
Lee Sin	Corki
Kalista	Syndra
Lulu	Kha'Zix
Syndra	Kalista
Brand	Syndra
Lulu	Kha'Zix
Lee Sin	Syndra
Kalista	Corki
Kalista	Miss Fortune
Kha'Zix	Brand
Kalista	Shen
Kha'Zix	Kalista
Lulu	Kha'Zix
Syndra	Brand
Corki	Kalista
Corki	Lee Sin
Anivia	Corki
Lulu	Syndra
Corki	Brand
Lulu	Miss Fortune
Lee Sin	Shen
Syndra	Lee Sin
Syndra	Kalista
Syndra	Kalista
Corki	Brand
Brand	Syndra
Lulu	Corki
Anivia	Miss Fortune
Anivia	Syndra
Kalista	Kha'Zix
Lee Sin	Corki
Lee Sin	Shen
Jarvan IV	Malphite
Syndra	Renekton
Draven	Lucian
Kha'Zix	Thresh
Renekton	Malphite
Draven	Blitzcrank
Kha'Zix	Draven
Syndra	Renekton
Brand	Syndra
Kha'Zix	Draven
Kha'Zix	Thresh
Jarvan IV	Malphite
Malphite	Jarvan IV
Renekton	Syndra
Draven	Blitzcrank
Kha'Zix	Draven
Lucian	Thresh
Renekton	Syndra
Malphite	Renekton
Brand	Syndra
Lucian	Thresh
Lucian	Jarvan IV
Syndra	Thresh
Draven	Blitzcrank
Kha'Zix	Renekton
Draven	Syndra
Brand	Kha'Zix
Jarvan IV	Lucian
Thresh	Kha'Zix
Malphite	Draven
Renekton	Malphite
Thresh	Syndra
Jarvan IV	Blitzcrank
Blitzcrank	Thresh
Kha'Zix	Brand
Renekton	Malphite
Jarvan IV	Syndra
Draven	Blitzcrank
Draven	Lucian
Jarvan IV	Kha'Zix
Draven	Kha'Zix
Draven	Blitzcrank
Renekton	Syndra
Draven	Malphite
Lucian	Renekton
Kha'Zix	Brand
Draven	Syndra
Kha'Zix	Draven
Kha'Zix	Thresh
Jarvan IV	Lucian
Lucian	Jarvan IV
Kha'Zix	Brand
Lucian	Jarvan IV
Draven	Kha'Zix
Lucian	Draven
Thresh	Blitzcrank
Lucian	Thresh
Lucian	Renekton
Thresh	Malphite
Draven	Kha'Zix
Draven	Syndra
Renekton	Blitzcrank
Jarvan IV	Lucian
Draven	Malphite
Brand	Kha'Zix
Teemo	Poppy
Veigar	Zed
Teemo	Poppy
Veigar	Leona
Vayne	Tristana
Poppy	Teemo
Elise	Poppy
Kha'Zix	Zed
Kha'Zix	Tristana
Kha'Zix	Leona
Vayne	Zed
Elise	Poppy
Poppy	Elise
Poppy	Teemo
Veigar	Zed
Kha'Zix	Zed
Veigar	Elise
Poppy	Teemo
Janna	Zed
Elise	Vayne
Veigar	Elise
Kha'Zix	Leona
Vi	Vel'Koz
Sivir	Annie
Jinx	Blitzcrank
Kha'Zix	Twisted Fate
Kha'Zix	Vi
Shen	Fiora
Blitzcrank	Twisted Fate
Vel'Koz	Vi
Kha'Zix	Annie
Jinx	Kha'Zix
Kha'Zix	Fiora
Blitzcrank	Annie
Jinx	Sivir
Kha'Zix	Vi
Twisted Fate	Kha'Zix
Annie	Vel'Koz
Sivir	Annie
Vel'Koz	Twisted Fate
Shen	Fiora
Kha'Zix	Annie
Shen	Vi
Vel'Koz	Jinx
Twisted Fate	Shen
Blitzcrank	Twisted Fate
Fiora	Blitzcrank
Kha'Zix	Fiora
Vi	Sivir
Annie	Kha'Zix
Vel'Koz	Twisted Fate
Vi	Sivir
Blitzcrank	Annie
Vel'Koz	Fiora
Jinx	Kha'Zix
Sivir	Fiora
Sivir	Annie
Jinx	Vel'Koz
Sivir	Vi
Shen	Jinx
Shen	Twisted Fate
Fiora	Kha'Zix
Vi	Vel'Koz
Vel'Koz	Fiora
Vel'Koz	Annie
Blitzcrank	Vi
Sivir	Twisted Fate
Sivir	Vi
Sivir	Twisted Fate
Fiora	Blitzcrank
Shen	Jinx
Vel'Koz	Fiora
Vel'Koz	Vi
Annie	Kha'Zix
Fizz	Lucian
Kha'Zix	Fizz
Kha'Zix	Miss Fortune
Kha'Zix	Miss Fortune
Kennen	Rumble
Nocturne	Kennen
Talon	Janna
Miss Fortune	Morgana
Lucian	Miss Fortune
Nocturne	Kha'Zix
Fizz	Talon
Nocturne	Morgana
Rumble	Kennen
Kha'Zix	Rumble
Lucian	Miss Fortune
Rumble	Lucian
Nocturne	Lucian
Miss Fortune	Morgana
Miss Fortune	Kennen
Fizz	Talon
Kha'Zix	Rumble
Talon	Miss Fortune
Nocturne	Lucian
Talon	Janna
Nocturne	Morgana
Morgana	Nocturne
Fizz	Kha'Zix
Nocturne	Kha'Zix
Lucian	Rumble
Fizz	Kennen
Lucian	Fizz
Nocturne	Talon
Janna	Lucian
Kha'Zix	Miss Fortune
Kha'Zix	Janna
Rumble	Morgana
Kha'Zix	Nocturne
Fizz	Kha'Zix
Kennen	Fizz
Lucian	Miss Fortune
Lucian	Rumble
Nocturne	Kennen
Nocturne	Talon
Lucian	Nocturne
Lucian	Nocturne
Fizz	Morgana
Miss Fortune	Talon
Rumble	Kennen
Lucian	Fizz
Janna	Kha'Zix
Kennen	Fizz
Miss Fortune	Kha'Zix
Talon	Nocturne
Kennen	Miss Fortune
Nocturne	Kha'Zix
Lucian	Fizz
Kennen	Nocturne
Kennen	Nocturne
Talon	Miss Fortune
Kha'Zix	Fizz
Talon	Rumble
Kha'Zix	Janna
Kha'Zix	Fizz
Miss Fortune	Talon
Lucian	Janna
Nocturne	Morgana
Rumble	Kennen
Kha'Zix	Rumble
Nocturne	Lucian
Nocturne	Kha'Zix
Nocturne	Kennen
Rumble	Talon
Rumble	Morgana
Rumble	Kha'Zix
Kennen	Fizz
Miss Fortune	Kennen
Janna	Lucian
Lee Sin	Viktor
Lee Sin	Darius
Darius	Lee Sin
Vayne	Draven
Darius	Kha'Zix
Lee Sin	Rengar
Lee Sin	Darius
Lee Sin	Rengar
Soraka	Janna
Lee Sin	Draven
Lee Sin	Janna
Zed	Viktor
Rengar	Zed
Lee Sin	Rengar
Kha'Zix	Rengar
Darius	Kha'Zix
Kha'Zix	Darius
Soraka	Janna
Zed	Viktor
Rengar	Lee Sin
Zed	Rengar
Vayne	Draven
Lee Sin	Janna
Vayne	Darius
Kha'Zix	Rengar
Draven	Zed
Lee Sin	Viktor
Lee Sin	Rengar
Darius	Soraka
Vayne	Janna
Lee Sin	Draven
Vayne	Darius
Rengar	Lee Sin
Zed	Draven
Kha'Zix	Janna
Vayne	Rengar
Darius	Lee Sin
Zed	Janna
Draven	Soraka
Rengar	Zed
Vayne	Rengar
Draven	Vayne
Kha'Zix	Darius
Rengar	Kha'Zix
Vayne	Draven
Rengar	Vayne
Darius	Lee Sin
Zed	Draven
Kha'Zix	Darius
Zed	Janna
Draven	Vayne
Darius	Soraka
Janna	Lee Sin
Draven	Zed
Kha'Zix	Janna
Kha'Zix	Rengar
Draven	Vayne
Lee Sin	Draven
Janna	Kha'Zix
Rengar	Zed
Viktor	Soraka
Vayne	Viktor
Rengar	Vayne
Rengar	Lee Sin
Draven	Kha'Zix
Draven	Vayne
Viktor	Soraka
Zed	Rengar
Darius	Zed
Draven	Soraka
Viktor	Vayne
Darius	Zed
Rengar	Lee Sin
Kha'Zix	Janna
Kha'Zix	Rengar
Kha'Zix	Viktor
Darius	Kha'Zix
Vayne	Draven
Rengar	Vayne
Lee Sin	Darius
Zed	Draven
Zed	Viktor
Kha'Zix	Rengar
Azir	LeBlanc
Kha'Zix	Azir
Malphite	Irelia
Kalista	Ezreal
Kalista	Bard
LeBlanc	Kalista
LeBlanc	Janna
Kha'Zix	Janna
Kalista	Bard
Ezreal	Kalista
Azir	Bard
Ezreal	Azir
Kalista	Bard
Rek'Sai	Kha'Zix
LeBlanc	Irelia
Azir	Bard
Malphite	Azir
Ezreal	Janna
Rek'Sai	Ezreal
Azir	Bard
Azir	Kha'Zix
Rek'Sai	Ezreal
LeBlanc	Irelia
Rek'Sai	LeBlanc
Azir	Bard
Kalista	Ezreal
Rek'Sai	Bard
LeBlanc	Irelia
LeBlanc	Kalista
Rek'Sai	Kha'Zix
Irelia	Ezreal
Azir	LeBlanc
Malphite	Janna
Malphite	Azir
Malphite	Rek'Sai
Irelia	Kha'Zix
Ezreal	Irelia
Azir	Malphite
Azir	Ezreal
Irelia	LeBlanc
Kalista	Bard
Malphite	Janna
Ezreal	Azir
Kalista	Kha'Zix
Ezreal	Kalista
Azir	Bard
Azir	Malphite
Azir	Ezreal
LeBlanc	Janna
Irelia	LeBlanc
Irelia	Kha'Zix
Kalista	Ezreal
Kalista	LeBlanc
Irelia	Bard
Kalista	Malphite
Azir	Kha'Zix
Lucian	Lulu
Kassadin	Fizz
Thresh	Lulu
Lucian	Lulu
Nidalee	Fizz
Lucian	Tristana
Nidalee	Lucian
Nidalee	Thresh
Kassadin	Fizz
Lucian	Lulu
Tristana	Lucian
Tristana	Thresh
Thresh	Nidalee
Fizz	Kassadin
Kassadin	Fizz
Lucian	Lulu
Kassadin	Fizz
Kassadin	Shen
Tristana	Thresh
Nidalee	Kha'Zix
Lucian	Tristana
Thresh	Lulu
Thresh	Kassadin
Nidalee	Thresh
Nidalee	Thresh
Fizz	Nidalee
Fizz	Rengar
Shen	Lulu
Kassadin	Lucian
Fizz	Kassadin
Nidalee	Lucian
Kassadin	Thresh
Fizz	Kassadin
Kassadin	Thresh
Fizz	Rengar
Nidalee	Fizz
Nidalee	Kha'Zix
Tristana	Kha'Zix
Fizz	Lulu
Nidalee	Thresh
Lulu	Kha'Zix
Kassadin	Lucian
Nidalee	Kha'Zix
Tristana	Thresh
Kassadin	Shen
Rengar	Fizz
Kassadin	Lucian
Nidalee	Thresh
Fizz	Nidalee
Rengar	Lucian
Shen	Kassadin
Kha'Zix	Nidalee
Kha'Zix	Lulu
Rengar	Kha'Zix
Kassadin	Fizz
Lulu	Kha'Zix
Lulu	Thresh
Fizz	Lulu
Nidalee	Kha'Zix
Tristana	Fizz
Shen	Tristana
Nidalee	Kha'Zix
Nidalee	Brand
Vayne	Lucian
Jax	Nidalee
Bard	Lucian
Jax	Shaco
Vayne	Janna
Brand	Galio
Janna	Bard
Kha'Zix	Vayne
Jax	Nidalee
Galio	Brand
Vayne	Lucian
Lucian	Vayne
Lucian	Bard
Shaco	Jax
Vayne	Lucian
Brand	Nidalee
Shaco	Jax
Janna	Bard
Brand	Nidalee
Shaco	Jax
Nidalee	Brand
Kha'Zix	Bard
Kha'Zix	Galio
Jax	Shaco
Nidalee	Jax
Galio	Kha'Zix
Lucian	Galio
Vayne	Brand
Bard	Lucian
Nidalee	Janna
Kha'Zix	Bard
Kha'Zix	Nidalee
Lucian	Vayne
Lucian	Bard
Kha'Zix	Galio
Jax	Shaco
Kha'Zix	Nidalee
Vayne	Kha'Zix
Shaco	Brand
Shaco	Lucian
Jax	Galio
Shaco	Jax
Shaco	Janna
Bard	Kha'Zix
Shaco	Brand
Lucian	Galio
Vayne	Lucian
Shaco	Janna
Jax	Shaco
Nidalee	Kha'Zix
Jax	Nidalee
Lucian	Galio
Lucian	Bard
Jax	Vayne
Vayne	Lucian
Nidalee	Kha'Zix
Shaco	Lucian
Kha'Zix	Galio
Vayne	Jax
Vayne	Brand
Nidalee	Janna
Lucian	Shaco
Jax	Bard
Jax	Nidalee
Kha'Zix	Vayne
Bard	Kha'Zix
Vayne	Brand
Jax	Shaco
Shaco	Jax
Jax	Vayne
Nidalee	Lucian
Galio	Janna
Shaco	Kha'Zix
Lucian	Galio
Lucian	Shaco
Vayne	Brand
Nidalee	Janna
Jax	Vayne
Jax	Nidalee
Lucian	Bard
Lucian	Galio
Shaco	Jax
Nidalee	Brand
Shaco	Kha'Zix
Lucian	Vayne
Shaco	Brand
Jax	Galio
Lucian	Nidalee
Jax	Shaco
Bard	Lucian
Vayne	Janna
Nidalee	Kha'Zix
Janna	Shaco
Lucian	Galio
Lucian	Bard
Janna	Nidalee
Vayne	Lucian
Brand	Vayne
Vayne	Janna
Lucian	Vayne
Rek'Sai	Lucian
Lee Sin	Ekko
Rek'Sai	Illaoi
Lucian	Thresh
Twisted Fate	Ekko
Janna	Vayne
Lucian	Vayne
Rek'Sai	Twisted Fate
Gnar	Illaoi
Ekko	Lee Sin
Rek'Sai	Twisted Fate
Illaoi	Gnar
Rek'Sai	Lee Sin
Illaoi	Gnar
Janna	Vayne
Ekko	Illaoi
Lucian	Thresh
Thresh	Lucian
Lucian	Ekko
Lucian	Vayne
Lee Sin	Ekko
Gnar	Illaoi
Ekko	Janna
Lee Sin	Ekko
Twisted Fate	Gnar
Rek'Sai	Lee Sin
Ekko	Illaoi
Twisted Fate	Vayne
Lucian	Thresh
Ekko	Janna
Lucian	Gnar
Twisted Fate	Rek'Sai
Lee Sin	Vayne
Twisted Fate	Rek'Sai
Vayne	Lucian
Lee Sin	Vayne
Illaoi	Rek'Sai
Illaoi	Thresh
Rek'Sai	Twisted Fate
Lucian	Thresh
Lucian	Rek'Sai
Lee Sin	Ekko
Gnar	Illaoi
Vayne	Janna
Ekko	Lucian
Vayne	Lee Sin
Lucian	Rek'Sai
Gnar	Janna
Ekko	Illaoi
Twisted Fate	Vayne
Lucian	Thresh
Lucian	Gnar
Lucian	Ekko
Rek'Sai	Lee Sin
Lucian	Vayne
Lucian	Rek'Sai
Thresh	Vayne
Kha'Zix	Lissandra
Dr. Mundo	Kha'Zix
Miss Fortune	Vayne
Zed	Lissandra
Zed	Lissandra
Dr. Mundo	Zed
Kha'Zix	Dr. Mundo
Lissandra	Zed
Miss Fortune	Braum
Dr. Mundo	Kha'Zix
Zac	Malphite
Malphite	Zac
Kha'Zix	Malphite
Miss Fortune	Kha'Zix
Dr. Mundo	Braum
Dr. Mundo	Zed
Thresh	Kha'Zix
Lissandra	Braum
Vayne	Miss Fortune
Kha'Zix	Thresh
Dr. Mundo	Zed
Miss Fortune	Vayne
Kha'Zix	Lissandra
Thresh	Kha'Zix
Miss Fortune	Braum
Dr. Mundo	Zac
Zed	Malphite
Dr. Mundo	Vayne
Lissandra	Braum
Zed	Miss Fortune
Kha'Zix	Lissandra
Malphite	Braum
Zac	Thresh
Malphite	Zed
Zac	Malphite
Miss Fortune	Vayne
Zac	Miss Fortune
Dr. Mundo	Zed
Kha'Zix	Lissandra
Dr. Mundo	Braum
Vayne	Thresh
Malphite	Kha'Zix
Zac	Malphite
Braum	Miss Fortune
Dr. Mundo	Braum
Dr. Mundo	Zed
Zac	Lissandra
Kha'Zix	Dr. Mundo
Kha'Zix	Thresh
Vayne	Miss Fortune
Zed	Malphite
Thresh	Vayne
Lissandra	Kha'Zix
Zac	Thresh
Dr. Mundo	Braum
Zilean	Lee Sin
Taric	Zilean
Quinn	Taric
Ahri	Lucian
Darius	Rammus
Lucian	Zilean
Ahri	Lee Sin
Lucian	Ahri
Orianna	Kha'Zix
Ahri	Lee Sin
Darius	Rammus
Quinn	Lucian
Lucian	Quinn
Darius	Rammus
Kha'Zix	Lee Sin
Darius	Ahri
Kha'Zix	Darius
Lucian	Zilean
Lucian	Quinn
Kha'Zix	Lee Sin
Kha'Zix	Darius
Darius	Kha'Zix
Quinn	Lucian
Ahri	Lee Sin
Orianna	Rammus
Kha'Zix	Lee Sin
Darius	Rammus
Quinn	Darius
Rammus	Lucian
Quinn	Lee Sin
Darius	Kha'Zix
Darius	Rammus
Darius	Ahri
Ahri	Lee Sin
Rammus	Darius
Lucian	Rammus
Orianna	Kha'Zix
Quinn	Lucian
Orianna	Ahri
Quinn	Orianna
Quinn	Taric
Ahri	Taric
Zilean	Lee Sin
Ahri	Lucian
Darius	Quinn
Darius	Zilean
Kha'Zix	Orianna
Lee Sin	Kha'Zix
Lee Sin	Ahri
Quinn	Lee Sin
Darius	Rammus
Darius	Quinn
Lucian	Zilean
Orianna	Zilean
Darius	Rammus
Darius	Kha'Zix
Lee Sin	Ahri
Orianna	Quinn
Quinn	Orianna
Darius	Rammus
Kha'Zix	Lucian
Darius	Ahri
Kha'Zix	Lee Sin
Orianna	Kha'Zix
Quinn	Orianna
Taric	Quinn
Quinn	Taric
Darius	Zilean
Quinn	Lee Sin
Kha'Zix	Lucian
Rammus	Orianna
Zilean	Darius
Kha'Zix	Lucian
Quinn	Orianna
Orianna	Quinn
Darius	Kha'Zix
Ahri	Lee Sin
Quinn	Lucian
Ahri	Lee Sin
Darius	Rammus
Darius	Kha'Zix
Quinn	Orianna
Darius	Zilean
Darius	Quinn
Darius	Rammus
Quinn	Darius
Lee Sin	Ahri
Quinn	Lucian
Orianna	Quinn
Orianna	Zilean
Lee Sin	Kha'Zix
Lucian	Quinn
Ahri	Orianna
Ahri	Lee Sin
Kha'Zix	Lucian
Orianna	Kha'Zix
Ahri	Taric
Quinn	Darius
Quinn	Taric
Ahri	Lucian
Kha'Zix	Darius
Ahri	Orianna
Rumble	Yasuo
Rek'Sai	Shyvana
Lucian	Janna
Lucian	Kindred
Rek'Sai	Syndra
Lucian	Kindred
Yasuo	Rumble
Anivia	Syndra
Shyvana	Yasuo
Alistar	Janna
Alistar	Kindred
Kindred	Lucian
Syndra	Yasuo
Anivia	Kindred
Anivia	Janna
Syndra	Yasuo
Rumble	Yasuo
Rek'Sai	Syndra
Shyvana	Yasuo
Lucian	Kindred
Anivia	Rumble
Lucian	Syndra
Kindred	Alistar
Shyvana	Anivia
Kindred	Lucian
Kindred	Rek'Sai
Shyvana	Yasuo
Rek'Sai	Rumble
Anivia	Rumble
Syndra	Alistar
Syndra	Rek'Sai
Shyvana	Yasuo
Anivia	Syndra
Kindred	Anivia
Lucian	Kindred
Lucian	Janna
Kindred	Alistar
Shyvana	Lucian
Yasuo	Shyvana
Syndra	Lucian
Kindred	Yasuo
Rumble	Rek'Sai
Kindred	Anivia
Lucian	Syndra
Rek'Sai	Janna
Lucian	Rumble
Shyvana	Yasuo
Shyvana	Yasuo
Lucian	Shyvana
Lucian	Janna
Anivia	Rumble
Anivia	Syndra
Anivia	Janna
Yasuo	Shyvana
Anivia	Shyvana
Kindred	Rek'Sai
Kindred	Yasuo
Anivia	Janna
Lucian	Kindred
Yasuo	Rumble
Kindred	Yasuo
Lucian	Shyvana
Syndra	Alistar
Anivia	Syndra
Lucian	Janna
Anivia	Kindred
Kha'Zix	Illaoi
Vayne	Thresh
Shaco	Kha'Zix
Hecarim	Illaoi
Lucian	Karma
Lucian	Vayne
Hecarim	Lucian
Vayne	Thresh
Thresh	Vayne
Shaco	Karma
Lucian	Hecarim
Lulu	Morgana
Shaco	Lulu
Lucian	Karma
Lucian	Vayne
Kha'Zix	Illaoi
Kha'Zix	Shaco
Lucian	Karma
Lucian	Lulu
Kha'Zix	Illaoi
Kha'Zix	Morgana
Morgana	Kha'Zix
Shaco	Vayne
Hecarim	Shaco
Lucian	Karma
Lulu	Lucian
Hecarim	Thresh
Thresh	Hecarim
Hecarim	Lucian
Shaco	Kha'Zix
Illaoi	Hecarim
Lucian	Vayne
Morgana	Kha'Zix
Morgana	Karma
Morgana	Lulu
Hecarim	Thresh
Lucian	Hecarim
Shaco	Vayne
Lucian	Kha'Zix
Shaco	Vayne
Shaco	Kha'Zix
Lucian	Lulu
Shaco	Kha'Zix
Morgana	Vayne
Hecarim	Shaco
Shaco	Hecarim
Lucian	Lulu
Riven	Lee Sin
Lee Sin	Riven
Lulu	Lee Sin
Riven	Veigar
Nunu	Brand
Veigar	Lulu
Lee Sin	Nunu
Lulu	Veigar
Veigar	Lulu
Lulu	Veigar
Veigar	Riven
Graves	Lucian
Lucian	Janna
Brand	Nunu
Lulu	Lee Sin
Brand	Janna
Lulu	Brand
Malphite	Lulu
Lucian	Graves
Nunu	Lucian
Brand	Nunu
Malphite	Lulu
Riven	Brand
Riven	Lee Sin
Lulu	Lucian
Veigar	Riven
Veigar	Janna
Lulu	Brand
Lee Sin	Lulu
Nunu	Veigar
Graves	Lee Sin
Lee Sin	Graves
Veigar	Riven
Nunu	Lucian
Veigar	Lulu
Brand	Graves
Lucian	Riven
Lee Sin	Lulu
Lucian	Janna
Lee Sin	Graves
Veigar	Nunu
Graves	Lee Sin
Riven	Lucian
Riven	Brand
Veigar	Riven
Veigar	Nunu
Graves	Veigar
Veigar	Nunu
Lucian	Lulu
Lucian	Graves
Malphite	Riven
Lee Sin	Janna
Veigar	Lulu
Lucian	Nunu
Brand	Janna
Lucian	Graves
Lulu	Lucian
Riven	Brand
Riven	Lee Sin
Veigar	Riven
Lee Sin	Janna
Graves	Lucian
Graves	Lee Sin
Riven	Brand
Lulu	Lucian
Lee Sin	Janna
Veigar	Graves
Lulu	Veigar
Veigar	Riven
Brand	Lulu
Lee Sin	Nunu
Malphite	Janna
Riven	Wukong
LeBlanc	Soraka
Riven	Wukong
Riven	Wukong
Jayce	Lee Sin
Jayce	LeBlanc
Riven	Wukong
Wukong	Riven
Caitlyn	Nami
Wukong	LeBlanc
Riven	Wukong
Riven	Soraka
Riven	Zac
Jayce	Lucian
LeBlanc	Soraka
Caitlyn	Lee Sin
LeBlanc	Jayce
Caitlyn	LeBlanc
Caitlyn	Nami
Jayce	Lee Sin
Jayce	Riven
Caitlyn	LeBlanc
Wukong	Nami
Riven	Wukong
Jayce	Lee Sin
Lucian	Soraka
Jayce	Lucian
Caitlyn	LeBlanc
LeBlanc	Caitlyn
Riven	Jayce
Riven	Zac
Zac	Lee Sin
Jayce	Nami
Jayce	LeBlanc
Riven	Soraka
Wukong	Riven
Caitlyn	Lee Sin
Wukong	Lucian
killer_champion	victim_champion
Rengar	Lee Sin
Teemo	Gnar
Rengar	Lee Sin
Rengar	Alistar
Ezreal	Lux
Twisted Fate	Lee Sin
Trundle	Alistar
Rengar	Lee Sin
Teemo	Gnar
Rengar	Lee Sin
Rengar	Lux
Trundle	Gnar
Lee Sin	Azir
Morgana	Thresh
Lucian	Ezreal
Lissandra	Yasuo
Lee Sin	Lissandra
Lucian	Thresh
Ezreal	Morgana
Graves	Lee Sin
Lucian	Ezreal
Morgana	Yasuo
Graves	LeBlanc
Lucian	Thresh
Morgana	Ezreal
LeBlanc	Morgana
Lissandra	Lee Sin
Lissandra	Yasuo
Ezreal	Morgana
Lissandra	Yasuo
Azir	LeBlanc
LeBlanc	Morgana
LeBlanc	Lucian
Lissandra	Thresh
Lucian	Yasuo
Lee Sin	Lucian
Lee Sin	Azir
Yasuo	Lissandra
Graves	Thresh
LeBlanc	Graves
Lee Sin	Morgana
Lucian	Ezreal
LeBlanc	Morgana
Azir	Lee Sin
Ezreal	Graves
Azir	Thresh
Azir	Yasuo
Lee Sin	Graves
Azir	Yasuo
Azir	Thresh
Lee Sin	Morgana
Graves	LeBlanc
Azir	Ezreal
Azir	Thresh
Azir	Lee Sin
Graves	Yasuo
Lucian	Lee Sin
Yasuo	Morgana
LeBlanc	Azir
Ezreal	Lucian
Lee Sin	Lissandra
Graves	Thresh
Lee Sin	Graves
Yasuo	Morgana
Azir	Yasuo
Azir	Yasuo
Lissandra	Lee Sin
Lissandra	Ezreal
Lucian	Thresh
LeBlanc	Lissandra
Lucian	LeBlanc
Yasuo	Lucian
Azir	Yasuo
Xerath	Rek'Sai
Corki	Thresh
Xerath	Miss Fortune
Olaf	Fiora
Xerath	Rek'Sai
Graves	Thresh
Poppy	Miss Fortune
Graves	Fizz
Olaf	Fiora
Fizz	Olaf
Miss Fortune	Graves
Corki	Miss Fortune
Xerath	Thresh
Olaf	Fizz
Corki	Fiora
Xerath	Thresh
Graves	Fiora
Graves	Rek'Sai
Thresh	Corki
Graves	Fizz
Graves	Thresh
Corki	Thresh
Corki	Miss Fortune
Poppy	Fiora
Graves	Fiora
Graves	Miss Fortune
Graves	Fizz
Rek'Sai	Graves
Olaf	Thresh
Poppy	Rek'Sai
Corki	Fiora
Xerath	Miss Fortune
Bard	Ezreal
Nidalee	Kog'Maw
Kindred	Thresh
Nidalee	Graves
Kindred	Thresh
Ezreal	Kindred
Bard	Ezreal
Nidalee	Twisted Fate
Tahm Kench	Graves
Kindred	Ezreal
Nidalee	Kog'Maw
Thresh	Bard
Kog'Maw	Nidalee
Ahri	Twisted Fate
Ahri	Twisted Fate
Twisted Fate	Ahri
Kindred	Ezreal
Tahm Kench	Kindred
Tahm Kench	Kog'Maw
Ahri	Twisted Fate
Ahri	Bard
Nidalee	Twisted Fate
Nidalee	Graves
Ahri	Kog'Maw
Ezreal	Bard
Tahm Kench	Kindred
Tahm Kench	Twisted Fate
Tahm Kench	Kog'Maw
Bard	Tahm Kench
Nidalee	Graves
Ahri	Twisted Fate
Ahri	Kindred
Kog'Maw	Thresh
Tahm Kench	Graves
Bard	Ezreal
Kog'Maw	Ahri
Nidalee	Kog'Maw
Nidalee	Kog'Maw
Kindred	Ezreal
Tahm Kench	Kindred
Nidalee	Twisted Fate
Nidalee	Kog'Maw
Graves	Thresh
Graves	Nidalee
Ahri	Bard
Ahri	Graves
Tahm Kench	Kindred
Ahri	Twisted Fate
Tahm Kench	Graves
Ahri	Twisted Fate
Nidalee	Kindred
Twisted Fate	Nidalee
Ezreal	Graves
Kog'Maw	Ezreal
Ahri	Twisted Fate
Kog'Maw	Ahri
Kog'Maw	Thresh
Kog'Maw	Tahm Kench
Ezreal	Kog'Maw
Nidalee	Twisted Fate
Ahri	Bard
Ahri	Kindred
Kog'Maw	Tahm Kench
Kog'Maw	Ezreal
Nidalee	Kog'Maw
Bard	Nidalee
Graves	Thresh
Ahri	Bard
Kog'Maw	Ahri
Ahri	Kog'Maw
Kindred	Thresh
Kindred	Ezreal
Tahm Kench	Kindred
Nidalee	Graves
Bard	Ahri
Bard	Nidalee
Lulu	Nidalee
Riven	Jayce
Lucian	Jinx
Nautilus	Lucian
Elise	Nautilus
Nidalee	Jayce
Nautilus	Elise
Lucian	Nautilus
Lulu	Jinx
Nami	Nautilus
Nidalee	Elise
Nidalee	Lulu
Riven	Jayce
Lulu	Riven
Elise	Orianna
Nautilus	Lulu
Lucian	Jinx
Riven	Elise
Nidalee	Lucian
Riven	Jayce
Nautilus	Lulu
Riven	Lucian
Nidalee	Jayce
Elise	Nidalee
Jinx	Elise
Lulu	Nautilus
Riven	Nami
Jayce	Jinx
Orianna	Lulu
Nidalee	Elise
Jayce	Jinx
Lulu	Riven
Nidalee	Elise
Orianna	Nami
Nidalee	Lulu
Orianna	Jayce
Nidalee	Lucian
Lulu	Jinx
Riven	Jayce
Riven	Lucian
Nidalee	Lulu
Riven	Nami
Orianna	Jayce
Orianna	Lulu
Riven	Lucian
Riven	Elise
Poppy	Lucian
Nidalee	Riven
Nidalee	Jinx
Thresh	Blitzcrank
Poppy	Thresh
Jayce	Jinx
Nidalee	Poppy
Orianna	Nidalee
